ISBN,Title,Author First Name,Author Last Name,Trans First Name,Trans Last Name,Publisher,Genre,Price,Pub Month,Pub Year,Language,Country,Other First Name,Other Last Name,Other Type,Author Gender,Translator Gender
9781558619272,Bye Bye Blondie,Virginie,Despentes,Sian,Reynolds,Feminist Press,Fiction,17.95,July,2016,French,France,,,,Female,Female
9781941920404,Eve Out of Her Ruins,Ananda,Devi,Jeffrey,Zuckerman,Deep Vellum,Fiction,14.95,Sept,2016,French,Mauritius,,,,Female,Male
9780924047817,Indian Tango,Ananda,Devi,Jean,Anderson,Host Publications,Fiction,15.0,Jan,2011,French,Mauritius,,,,Female,Female
9781906497491,Bait: Four Stories,Mahasweta,Devi,Sumanta,Banerjee,Seagull Books,Fiction,17.0,June,2010,Bengali,India,,,,Female,Female
9780857424396,Mirror of the Darkest Night,Mahasweta,Devi,Shamya,Dasgupta,Seagull Books,Fiction,24.5,July,2017,Bengali,India,,,,Female,Male
9781906497538,Queen of Jhansi,Mahasweta,Devi,Sagaree,Sengupta,Seagull Books,Fiction,21.95,July,2010,Bengali,India,Mandira,Sengupta,Translator,Female,Female
9781476784649,Styx,Bavo,Dhooge,Josh,Pachter,Simon & Schuster,Fiction,25.0,Nov,2015,Flemish,Belgium,,,,Male,Male
9781936797240,New Cathay,Ming,Di,Various,Various,Tupelo Press,Poetry,19.95,June,2013,Chinese,China,,,,Female,Both
9781934851432,River Merchant's Wife,Ming,Di,various,various,Marick Press,Poetry,14.95,Oct,2012,Chinese,China,,,,Female,Both
9781557134233,Across Borders,Xue,Di,Alison,Friedman,Green Integer,Poetry,12.95,Apr,2014,Chinese,China,,,,Male,Female
9781938890987,Roots of Wisdom,Zang,Di,Eleanor,Goodman,Zephyr Press,Poetry,15.0,Apr,2017,Chinese,China,,,,Male,Female
9780914671725,Nest in the Bones,Antonio,Di Benedetto,Martina,Broner,Archipelago,Fiction,18.0,May,2017,Spanish,Argentina,,,,Male,Female
9781590177174,Zama,Antonio,Di Benedetto,Esther,Allen,New York Review Books,Fiction,15.95,Aug,2016,Spanish,Argentina,,,,Male,Female
9781617751912,Colaterales/Collateral,Dinapiera,Di Donato,Ricardo,Maldonado,Akashic Books,Poetry,15.95,Dec,2013,Spanish,Venezuela,,,,Female,Male
9781937027599,I Remember Nightfall,Marosa,Di Giorgio,Jeanine Marie,Pitas,Ugly Duckling,Poetry,22.0,Mar,2017,Spanish,Uruguay,,,,Female,Female
9781609452711,Hollow Heart,Viola,Di Grado,Antony,Shugaar,Europa Editions,Fiction,16.0,June,2015,Italian,Italy,,,,Female,Male
9781609450779,70% Acrylic 30% Wool,Viola ,Di Grado,Michael,Reynolds,Europa Editions,Fiction,16.0,Nov,2012,Italian,Italy,,,,Female,Male
9781590516652,Four Corners of Palermo,Giuseppe,Di Piazza,Antony,Shugaar,Other Press,Fiction,14.95,Oct,2014,Italian,Italy,,,,Male,Male
9781891270529,"Welcome to Miami, Doctor Leal",Rene Vazquez,Diaz,Sandra,Kingery,Latin American Literary Review Press,Fiction,17.0,Sept,2009,Spanish,Cuba,,,,Male,Female
9789543840335,Halos,Xose Maria,Diaz Castro,John,Rutherford,Small Stations,Poetry,15.0,Sept,2014,Galician,Spain,,,,Male,Male
9781542046916,Dark Echoes of the Past,Ramon,Diaz Eterovic,Patrick,Blaine,AmazonCrossing,Fiction,14.95,Dec,2017,Spanish,Chile,,,,Male,Male
9780810127937,God's Horse and The Atheists' School,Wilhelm,Dichter,Madeline,Levine,Northwestern University Press,Fiction,23.95,Feb,2012,Polish,Ukraine,,,,Male,Female
9781903517932,Dedalus Book of Flemish Fantasy,Eric,Dickens,Paul,Vincent,Dedalus Books,Fiction,15.99,July,2011,Flemish,Belgium,,,,Male,Male
9780143126683,Truth about the Harry Quebert Affair,Joel,Dicker,Sam,Taylor,Penguin,Fiction,18.0,June,2014,French,Switzerland,,,,Male,Male
9781590307144,Nikolski,Nicolas,Dickner,Lazer,Lederhendler,Shambhala,Fiction,14.95,May,2009,French,Quebec,,,,Male,Male
9781451607598,Consequences,Philippe,Dijan,Bruce,Benderson,Simon & Schuster,Fiction,16.0,Sept,2013,French,France,,,,Male,Male
9781556593758,pH Neutral History,Lidija,Dimkovska,Ljubica,Arsovska,Copper Canyon,Poetry,16.0,June,2012,Macedonian,Macedonia,Peggy,Reid,Translator,Female,Female
9781931883559,Spare Life,Lidija,Dimkovska,Christina,Kramer,Two Lines Press,Fiction,14.95,Oct,2016,Macedonian,Macedonia,,,,Female,Female
9781628972368,Alma Mahler,Saso,Dimoski,Paul,Filev,Dalkey Archive,Fiction,15.0,Jan,2018,Macedonian,Macedonia,,,,Male,Male
9780300141399,Brazen Plagiarist,Kiki,Dimoula,Cecile Inglessis,Margellos,Yale University Press,Poetry,30.0,Nov,2012,Greek,Greece,Rika,Lesser,Translator,Female,Female
9780989431637,Deluge,Linh,Dinh,Linh,Dinh,Chax Press,Poetry,21.0,Sept,2013,Vietnamese,Viet Nam (Vietnam),,,,Male,Male
9781611862140,Doomi Golo,Boubacar Boris,Diop,Vera,Wulfing-Leckie,Michigan State University Press,Fiction,24.95,Nov,2016,Wolof,Senegal,El Hadji,Moustapha Diop,Translator,Male,Both
9780253020482,Kaveena,Boubacar Boris,Diop,Bhakti,Shringarpure,Indiana University Press,Fiction,25.0,Mar,2016,French,Senegal,Sara,Hanaburgh,Translator,Male,Female
9781611861535,Knight and His Shadow,Boubacar Boris,Diop,Alan,Furness,Michigan State University Press,Fiction,19.95,Feb,2015,French,Senegal,,,,Male,Male
9781609451974,Seven Lives and One Great Love,Lena,Divani,Konstantine,Matsoukas,Europa Editions,Fiction,15.0,May,2014,Greek,Greece,,,,Female,Male
9780924047565,Old Man's Verses,Ivan,Divis,Deborah,Garfinkle,Host Publications,Poetry,15.0,Sept,2008,Czech,Czech Republic,,,,Male,Female
9780856463976,Stone Sleeper,Mak,Dizdar,Francis,Jones,Anvil Press,Poetry,18.95,Sept,2008,Bosnian,Bosnia and Herzegovina,,,,Male,Male
9781590519158,Elle,Philippe,Djian,Michael,Katims,Other Press,Fiction,15.95,May,2017,French,France,,,,Male,Male
9781439164419,Unforgivable,Philippe,Djian,Euan,Cameron,Simon & Schuster,Fiction,24.0,Mar,2010,French,France,,,,Male,Male
9781571314307,"Black Dog, Black Night",Nguyen,Do,Paul,Hoover,Milkweed,Poetry,18.0,Feb,2008,Vietnamese,Viet Nam (Vietnam),,,,Male,Male
9781590179734,Bright Magic,Alfred,Doblin,Damion,Searls,New York Review Books,Fiction,15.95,Aug,2016,German,Germany,,,,Male,Male
9789543840632,Book of Imaginary Journeys,Xabier,Docampo,Xose,Cobas,Small Stations,Fiction,18.99,Sept,2017,Galician,Spain,,,,Male,Male
9781848615304,Nothing Is Lost,Jordi,Doce,Lawrence,Schimel,Shearsman Books,Poetry,18.0,May,2017,Spanish,Spain,,,,Male,Male
9781933996073,Divertimenti and Variations,Heimito von,Doderer,Vincent,Kling,Counterpath Press,Fiction,17.95,June,2008,German,Austria,,,,Male,Male
9780982427699,Postman,Mun,Dok-su,Brother Anthony,of Taize,Poetic Matrix Press,Poetry,20.0,May,2010,Korean,South Korea,,,,Male,Male
9781908276346,Sworn Virgin,Elvira,Dones,Clarissa,Botsford,And Other Stories,Fiction,15.95,May,2014,Italian,Albania,,,,Female,Female
9780824833404,Banished!,Han,Dong,Nicky,Harman,University of Hawaii Press,Fiction,26.0,Feb,2009,Chinese,China,,,,Male,Female
9780983297017,Phone Call from Dalian,Han,Dong,Nicky,Harman,Zephyr Press,Poetry,15.0,Dec,2011,Chinese,China,,,,Male,Female
7,Tabby-Cat's Tale,Han,Dong,Nicky,Harman,Frisch & Co.,Fiction,4.36,Aug,2014,Chinese,China,,,,Male,Female
9780253026699,Jazz and Palm Wine,Emmanuel,Dongala,Dominic,Thomas,Indiana University Press,Fiction,20.0,Mar,2017,French,Congo,,,,Male,Male
9781936194209,Of Things,Michael,Donhauser,Nick,Hoff,Burning Deck Press,Poetry,14.0,Feb,2016,German,Austria,Andrew,Joron,Translator,Male,Male
9780810127029,Lizard's Tale,Jose,Donoso,Suzanne Jill,Levine,Northwestern University Press,Fiction,24.95,Oct,2011,Spanish,Chile,,,,Male,Female
9781933996202,Field Is Lethal,Suzanne,Doppelt,Cole,Swensen,Counterpath Press,Poetry,14.95,Dec,2010,French,France,,,,Female,Female
9781933959252,Lazy Suzie,Suzanne,Doppelt,Cole,Swenson,Litmus Books,Poetry,18.0,Nov,2014,French,France,,,,Female,Female
9780915380831,Scorched by the Sun,Moshe,Dor,Barbara,Goldberg,Word Works,Poetry,20.0,Mar,2012,Hebrew,Israel,,,,Male,Female
9781937027414,Intervenir/Intervene,Dolores,Dorantes,Jen,Hofer,Ugly Duckling,Poetry,17.0,June,2015,Spanish,Mexico,Rodrigo Flores,Sanchez,Author,Female,Female
9780984647521,Style,Dolores,Dorantes,Jen,Hofer,Kenning Editions,Poetry,14.95,Mar,2016,Spanish,Mexico,,,,Female,Female
9785717200943,What the Emperor Cannot Do,Vlas,Doroshevich,Rowen,Glie,Glas,Fiction,15.0,June,2012,Russian,Russia,Ronald Landau,John Dewey,Translator,Male,Male
9781934909294,This Beautiful Place,Tankred,Dorst,Anne,Posten,Hanging Loose Press,Fiction,18.0,June,2012,German,Germany,Ursula,Ehler,Author,Male,Female
9780061719240,Einstein Enigma,Joses Rodrigues,dos Santos,Lisa,Carter,HarperCollins,Fiction,25.99,Sept,2010,Portuguese,Portugal,,,,Male,Female
9781905583621,Points of Origin,Diao,Dou,Brendan,O'Kane,Comma Press,Fiction,15.95,Nov,2015,Chinese,China,,,,Male,Male
9789992142783,June Rain,Jabbour,Douaihy,Paula,Haydar,Bloomsbury Qatar,Fiction,13.95,July,2015,Arabic,Lebanon,,,,Male,Female
9781619022454,Pushkin Hills,Sergei,Dovlatov,Katherine,Dovlatov,Counterpoint,Fiction,24.0,Mar,2014,Russian,Russia,,,,Male,Female
9781612191324,Colonel,Mahmoud,Dowlatabadi,Tom,Patterdale,Melville House,Fiction,17.95,Apr,2012,Persian,"Iran, Islamic Republic of",,,,Male,Male
9781612193007,Thirst,Mahmoud,Dowlatabadi,Martin E. ,Weir,Melville House,Fiction,16.95,June,2014,Persian,"Iran, Islamic Republic of",,,,Male,Male
9781936797646,Calazaza's Delicious Dereliction,Suzanne,Dracius,Nancy Naomi,Carlson,Tupelo Press,Poetry,16.95,Nov,2015,French,Martinique,,,,Female,Female
9780857424792,Dancing Other,Suzanne,Dracius,Nancy Naomi,Carlson,Seagull Books,Fiction,24.5,Nov,2017,French,Martinique,Catherine Maigret,Kellogg,Translator,Female,Female
9780670023509,"Every Day, Every Hour",Natasa,Dragnic,Liesl,Schillinger,Viking,Fiction,25.95,May,2012,German,Croatia,,,,Female,Male
9781931896450,Death's Homeland,Dragan,Dragojlovic,Stanislava,Lazarevic,Curbstone,Poetry,13.95,Apr,2008,Serbian,Serbia and Montenegro,,,,Male,Female
9780618945177,White King,Gyorgy,Dragoman,Paul,Olchvary,Houghton Mifflin Harcourt,Fiction,24.0,Mar,2008,Hungarian,Hungary,,,,Male,Male
9780819573926,Endarkenment,Arkadii,Dragomoshchenko,Eugene,Ostashevsky,Wesleyan University Press,Poetry,26.95,Jan,2014,Russian,Russia,various,various,Translator,Male,Both
9780143114154,Frida's Bed,Slavenka,Drakulic,Christina,Pribichevich-Zoric,Penguin,Fiction,13.0,Sept,2008,Croatian,Croatia,,,,Female,Female
9781542046114,Winter in Wonderland,J. S.,Drangsholt,Tara,Chace,AmazonCrossing,Fiction,14.95,Nov,2017,Norwegian,Norway,,,,Female,Female
9781503942615,Marvelous Misadventures of Ingrid Winter,Janne,Drangsholt,Tara,Chace,AmazonCrossing,Fiction,14.95,Mar,2017,Norwegian,Norway,,,,Female,Female
9781906300012,Equatoria,Tom,Dreyer,Michiel,Heyns,Aflame Books,Fiction,15.95,Oct,2008,Afrikaans,South Africa,,,,Male,Male
9780811227213,Belladonna,Dasa,Drndic,Celia,Hawkesworth,New Directions,Fiction,19.95,Sept,2017,Croatian,Croatia,,,,Female,Female
9780547725147,Trieste,Dasa,Drndic,Ellen,Elias-Bursac,Houghton Mifflin Harcourt,Fiction,27.0,Jan,2014,Croatian,Croatia,,,,Female,Female
9781939678065,Acrobat,Celia,Dropkin,Faith,Jones,Tebot Bach,Poetry,16.0,May,2014,Yiddish,Belarus,Jennifer Kronovet,Samuel Solomon,Translator,Female,Both
9781542048552,Elephant Keeper's Daughter,Julia,Drosten,Deborah Rachel,Langton,AmazonCrossing,Fiction,14.95,Apr,2018,German,Germany,,,,Both,Female
9781503941922,Lioness of Morocco,Julia,Drosten,Christiane,Galvani,AmazonCrossing,Fiction,14.95,June,2017,German,Germany,,,,Both,Female
9780292721913,Hilda Hurricane,Roberto,Drummond,Peter,Vaudry-Brown,University of Texas,Fiction,19.95,Sept,2010,Portuguese,Brazil,,,,Male,Male
9780007491261,Iron King,Maurice,Druon,Humphrey,Hare,HarperCollins,Fiction,14.99,Mar,2013,French,France,,,,Male,Male
9780720613001,Pushkin's Second Wife and Other Micronovels,Yuri,Druzhnikov,Thomas,Moore,Peter Owen Publishers,Fiction,29.95,Mar,2008,Russian,Russia,,,,Male,Male
9780307273550,Sorry,Zoran,Drvenkar,Shaun,Whiteside,Knopf,Fiction,25.95,Sept,2011,German,Germany,,,,Male,Male
9780307958068,You,Zoran,Drvenkar,Shaun,Whiteside,Knopf,Fiction,27.95,Aug,2014,German,Germany,,,,Male,Male
9780300197631,Openwork,Andre,Du Bouchet,Paul,Auster,Yale University Press,Poetry,26.0,Sept,2014,French,France,Hoyt,Rogers,Translator,Male,Male
9781585679201,Voyage of the Short Serpent,Bernard,du Bucheron,Hester,Velmans,Overlook,Fiction,24.95,Jan,2008,French,France,,,,Male,Female
9780772720658,Complete Poems,Pernette,du Guillet,Marta Rijn,Finch,CRRS Publications,Poetry,32.0,Aug,2010,French,France,,,,Female,Female
9781886224865,You Are the Business,Caroline,Dubois,Cole,Swensen,Burning Deck Press,Poetry,14.0,Feb,2008,French,France,,,,Female,Female
9780889226692,Miss Take,Rejean,Ducharme,Will,Browning,Talonbooks,Fiction,16.95,Sept,2011,French,Quebec,,,,Male,Male
9781451668339,Heart Has Its Reasons,Maria,Duenas,Elie,Kerrigan,Atria,Fiction,26.0,Nov,2014,Spanish,Spain,,,,Female,Female
9781609452001,Avenue of Giants,Marc,Dugain,Howard,Curtis,Europa Editions,Fiction,17.0,June,2014,French,France,,,,Male,Male
9780312647988,Diver,Alfred Neven,DuMont,David,Dollenmayer,St. Martin's,Fiction,24.99,Dec,2010,German,Germany,,,,Male,Male
9781487000516,Captive,Claudine,Dumont,David Scott,Hamilton,House of Anansi,Fiction,15.95,May,2017,French,Quebec,,,,Female,Male
9780062279781,Ring of Lies,Roni,Dunevich,Sara,Kitai,HarperCollins,Fiction,15.99,Aug,2016,Hebrew,Israel,,,,Male,Female
9780231161008,Atlas,Kai-Cheung,Dung,Anders,Hansson,Columbia University Press,Fiction,24.5,July,2012,Chinese,China,Bonnie,McDougall,Translator,Male,Both
9780761463306,Bird Catcher,Kristina,Dunker,Katja,Bell,Skyscape,Fiction,15.99,Dec,2012,German,Germany,,,,Female,Female
9780761463313,Runaway,Kristina,Dunker,Katja,Bell,Skyscape,Fiction,15.99,Dec,2012,German,Germany,,,,Female,Female
9781611090307,Summer Storm,Kristina,Dunker,Margot,Dembo,AmazonCrossing,Fiction,9.95,July,2011,German,Germany,,,,Female,Female
9781611090482,Vertigo,Kristina,Dunker,Katja,Bell,AmazonCrossing,Fiction,9.95,May,2012,German,Germany,,,,Female,Female
9780981552187,Snow Plain: Selected Stories,Duo,Duo,John,Crespi,Zephyr Press,Fiction,17.0,Sept,2010,Chinese,China,,,,Male,Male
9780978633547,Of Flies and Monkeys,Jacques,Dupin,John,Taylor,Bitter Oleander Press,Poetry,24.0,Aug,2011,French,France,,,,Male,Male
9781771860765,Life in the Court of Matane,Eric,Dupont,Peter,McCambridge,QC Fiction,Fiction,19.95,July,2016,French,Quebec,,,,Male,Male
9781940953366,Abahn Sabana David,Marguerite,Duras,Kazim,Ali,Open Letter,Fiction,12.95,June,2016,French,France,,,,Female,Male
9781934824795,L'Amour,Marguerite,Duras,Kazim,Ali,Open Letter,Fiction,12.95,July,2013,French,France,Libby,Murphy,Translator,Female,Both
9781517419783,Hard Cheese,Ulf,Durling,Bertil,Falk,Locked Room International,Fiction,19.99,Nov,2015,Swedish,Sweden,,,,Male,Male
9780982622810,Possible Is Monstrous,Friedrich,Durrenmatt,Daniele,Pantano,Black Lawrence Press,Poetry,17.0,Sept,2010,German,Switzerland,,,,Male,Female
9781477826584,American Lady,Petra,Durst-Benning,Samuel,Willcocks,AmazonCrossing,Fiction,14.95,Mar,2015,German,Germany,,,,Female,Male
9781503937581,Champagne Queen,Petra,Durst-Benning,Edwin,Miles,AmazonCrossing,Fiction,14.95,Sept,2016,German,Germany,,,,Female,Male
9781477820278,Glassblower,Petra,Durst-Benning,Samuel,Willcocks,AmazonCrossing,Fiction,10.99,Nov,2014,German,Germany,,,,Female,Male
9781503945050,Paradise of Glass,Petra,Durst-Benning,Samuel,Willcocks,AmazonCrossing,Fiction,14.95,Sept,2015,German,Germany,,,,Female,Male
9781477806128,Queen of Beauty,Petra,Durst-Benning,Edwin,Miles,AmazonCrossing,Fiction,14.95,June,2017,German,Germany,,,,Female,Male
9781542047814,Seed Woman,Petra,Durst-Benning,Edwin,Miles,AmazonCrossing,Fiction,14.95,Oct,2017,German,Germany,,,,Female,Male
9781503953321,While the World Is Still Asleep,Petra,Durst-Benning,Edwin,Miles,AmazonCrossing,Fiction,14.95,Feb,2016,German,Germany,,,,Female,Male
9781933633527,Customer Service,Benoit,Duteurtre,Bruce,Benderson,Melville House,Fiction,13.0,July,2008,French,France,,,,Male,Male
9781584350774,Diary of an Innocent,Tony,Duvert,Bruce,Benderson,Semiotext(e),Fiction,17.95,Oct,2010,French,France,,,,Male,Male
9781628970777,Concerto for a Sentence: An Exploration of the Musico-Erotic,Emiliya,Dvoryanova,Elitza,Kotzeva,Dalkey Archive,Fiction,14.0,Feb,2016,Bulgarian,Bulgaria,,,,Female,Female
9780996072205,Ratcatcher,Viktor,Dyk,Roman,Kostovski,Plamen Press,Fiction,11.95,May,2014,Czech,Czech Republic,,,,Male,Male
9780300169164,Poetry of Kabbalah,Aminadav,Dykman,Peter,Cole,Yale University Press,Poetry,30.0,Apr,2012,Various,Various,,,,Male,Male
9780803217553,"Writings from the Sand, Volume 2",Isabelle,Eberhardt,Karen Melissa,Marcus,University of Nebraska,Fiction,50.0,May,2014,German,Switzerland,,,,Female,Female
9781944884239,Virgin Mountain,Roberto,Echavarren,Donald,Wellman,Dialogos,Poetry,16.0,Oct,2017,Spanish,Uruguay,Roberto,Echavarren,Translator,Male,Male
9781595589088,1914,Jean,Echenoz,Linda,Coverdale,New Press,Fiction,14.95,Jan,2014,French,France,,,,Male,Female
9781595586490,Lightning,Jean,Echenoz,Linda,Coverdale,New Press,Fiction,19.95,June,2011,French,France,,,,Male,Female
9781620970652,Queen's Caprice,Jean,Echenoz,Linda,Coverdale,New Press,Fiction,19.95,Apr,2015,French,France,,,,Male,Female
9781595584731,Running,Jean,Echenoz,Linda,Coverdale,New Press,Fiction,22.95,Dec,2009,French,France,,,,Male,Male
9781620973127,Special Envoy,Jean,Echenoz,Sam,Taylor,New Press,Fiction,24.95,Nov,2017,French,France,,,,Male,Male
9781628971705,We Three,Jean,Echenoz,Jesse,Anderson,Dalkey Archive,Fiction,15.0,Feb,2017,French,France,,,,Male,Male
9780544635081,Numero Zero,Umberto,Eco,Richard,Dixon,Houghton Mifflin Harcourt,Fiction,24.0,Nov,2015,Italian,Italy,,,,Male,Male
9780547577531,Prague Cemetery,Umberto,Eco,Richard,Dixon,Houghton Mifflin Harcourt,Fiction,28.0,Nov,2011,Italian,Italy,,,,Male,Male
9780857421647,Kamal Jann,Dominique,Edde,Ros,Schwartz,Seagull Books,Fiction,24.0,June,2014,French,Lebanon,,,,Female,Female
9780857420435,Kite,Dominique,Edde,Ros,Schwartz,Seagull Books,Fiction,25.0,Apr,2012,French,Lebanon,,,,Female,Female
9780864926197,Douglas Notebooks,Christine,Eddie,Sheila,Fischman,Goose Lane Editions,Fiction,19.95,Mar,2013,French,Quebec,,,,Female,Female
9781940625157,Noone,Ferit,Edgu,Fulya,Peker,Contra Mundum Press,Fiction,16.5,Nov,2015,Turkish,Turkey,,,,Male,Female
9780143116097,Death Angels,Ake,Edwardson,Ken,Schubert,Penguin,Fiction,15.0,Sept,2009,Swedish,Sweden,,,,Male,Male
9781451608526,Room No. 10,Ake,Edwardson,Rachel,Willson-Broyles,Simon & Schuster,Fiction,25.99,Mar,2013,Swedish,Sweden,,,,Male,Female
9781451608502,Sail of Stone,Ake,Edwardson,Rachel,Willson-Broyles,Simon & Schuster,Fiction,15.0,Mar,2012,Swedish,Sweden,,,,Male,Female
9780143117940,Shadow Woman,Ake,Edwardson,Per,Carlsson,Penguin,Fiction,15.0,Oct,2010,Swedish,Sweden,,,,Male,Male
9780815610649,Felatun Bey and Rakim Efendi: An Ottoman Novel,Ahmet Midhat,Efendi,Melih,Levi,Syracuse University Press,Fiction,14.95,Mar,2016,Turkish,Turkey,Monica,Ringer,Translator,Male,Both
9780857420992,Shadow of Things to Come,Kossi,Efoui,Chris,Turner,Seagull Books,Fiction,21.0,July,2013,French,Togo,,,,Male,Male
9780719521638,Relic: The Quest for the Golden Shrine,Tom,Egeland,Tara,Chace,John Murray,Fiction,19.95,Feb,2011,Norwegian,Norway,,,,Male,Female
9781939419071,Walker on Water,Kristiiina,Ehin,Ilmar,Lehtpere,Unnamed Press,Fiction,16.0,June,2014,Estonian,Estonia,,,,Female,Male
9780978633585,1001 Winters,Kristiina,Ehin,Ilmar,Lehtpere,Bitter Oleander Press,Poetry,21.0,Jan,2013,Estonian,Estonia,,,,Female,Male
9780893049898,In a Single Breath,Kristiina,Ehin,Ilmar,Lehtpere,Cross-Cultural Communications,Poetry,12.5,Sept,2013,Estonian,Estonia,,,,Female,Male
9780893049881,In a Single Breath,Kristiina,Ehin,Ilmar,Lehtpere,Cross-Cultural Communications,Poetry,12.5,Sept,2013,Estonian,Estonia,,,,Female,Male
9780815610199,Who Will Die Last: Stories of Life in Israel,David,Ehrlich,Naomi,Seidman,Syracuse University Press,Fiction,19.95,May,2013,Hebrew,Israel,Ken,Frieden,Editor,Male,Both
9781897231548,Kahn & Engelmann,Hans,Eichner,Jean,Snook,Biblioasis,Fiction,21.95,May,2009,German,Austria,,,,Male,Female
9781632060723,Land of Love and Ruins,Oddny,Eir,Philip,Roughton,Restless Books,Fiction,16.99,Oct,2016,Icelandic,Iceland,,,,Female,Male
9781939130051,Quick Draw,Shu,Ejima,Christopher,Scott,Vertical,Fiction,14.95,Apr,2014,Japanese,Japan,,,,Male,Male
9780751540505,Dog,Kerstin,Ekman,Linda,Schenck,Sphere,Fiction,12.95,Nov,2011,Swedish,Sweden,Rochelle,Wright,Translator,Female,Female
9780803224582,God's Mercy,Kerstin,Ekman,Linda,Schenck,University of Nebraska,Fiction,22.95,July,2009,Swedish,Sweden,,,,Female,Female
9780857282491,God's Boat,Kaori,Ekuni,Chikako,Kobayashi,Thames River Press,Fiction,34.95,Dec,2012,Japanese,Japan,,,,Female,Female
9789774165887,Rain over Baghdad,Hala,El Badry,Farouk,Abdel Wahab,American University at Cairo,Fiction,19.95,June,2014,Arabic,Egypt,,,,Female,Male
9789774166204,House of the Wolf,Ezzat,El Kamhawi,Nancy,Roberts,American University at Cairo,Fiction,19.95,Apr,2014,Arabic,Egypt,,,,Male,Female
9781503938366,Nirzona,Abidah,El Khalieqy,Annie,Tucker,AmazonCrossing,Fiction,14.95,Dec,2016,Indonesian,Indonesia,,,,Female,Female
9789774163395,Drumbeat,Mohamed,El-Bisatie,Peter,Daniel,American University at Cairo,Fiction,18.95,Apr,2010,Arabic,Egypt,,,,Male,Male
9789774161407,Hunger,Mohamed,El-Bisatie,Denys,Johnson-Davies,American University at Cairo,Fiction,17.95,Apr,2008,Arabic,Egypt,,,,Male,Male
9789774166013,Private Pleasures,Hamdy,el-Gazzar,Humphrey,Davies,American University at Cairo,Fiction,18.95,Oct,2013,Arabic,Egypt,,,,Male,Male
9781846687174,Last Patriarch,Najat,El-Hachmi,Peter,Bush,Serpent's Tail,Fiction,15.95,May,2011,Catalan,Morocco,,,,Female,Male
9781848610842,Seventh Gesture,Tsvetanka,Elenkova,Jonathan,Dunne,Shearsman Books,Poetry,18.0,Feb,2010,Bulgarian,Bulgaria,,,,Female,Male
9781852249441,Murmur,Menna,Elfyn,various,various,Bloodaxe,Poetry,24.95,Mar,2013,Welsh,Wales,,,,Female,Both
9781782270270,Librarian,Mikhail,Elizarov,Andrew,Bromfield,Pushkin Press,Fiction,18.95,Feb,2015,Russian,Ukraine,,,,Male,Male
9781901285819,Envy,Alain,Elkann,Alastair,McEwen,Pushkin Press,Fiction,14.95,Apr,2008,Italian,Italy,,,,Male,Male
9781906548346,French Father,Alain,Elkann,Alastair,McEwen,Pushkin Press,Fiction,15.95,July,2011,Italian,United States (USA),,,,Male,Male
9781477828793,In Love with a Gentleman,Elisa,Ellen,Terry,Laster,AmazonCrossing,Fiction,14.95,Apr,2015,German,Germany,,,,Female,Female
9780857420190,Invitation to the Bold of Heart,Dorothee,Elmiger,Katy,Derbyshire,Seagull Books,Fiction,21.0,Dec,2011,German,Switzerland,,,,Female,Female
9780977857685,Plants Don't Drink Coffee,Unai,Elorriaga,Amaia,Gabantxo,Archipelago,Fiction,24.0,May,2009,Basque,Spain,,,,Male,Female
9781492654414,Blackout,Marc,Elsberg,Marshall,Yabrough,Sourcebooks Landmark,Fiction,26.99,June,2017,German,Germany,,,,Male,Male
9781850772743,Ebola '76,Amir Tag,Elsir,Charis,Bredin,Darf Publishers,Fiction,14.95,Apr,2017,Arabic,Sudan,Emily,Danby,Translator,Male,Female
9780983868385,French Perfume,Amir Tag,Elsir,William,Hutchins,Antibookclub,Fiction,15.0,June,2015,Arabic,Sudan,,,,Male,Male
9789927101892,Telepathy,Amir Tag,Elsir,William,Hutchins,Bloomsbury Qatar,Fiction,16.0,Jan,2016,Arabic,Sudan,,,,Male,Male
9789774162565,Cities Without Palms,Tarek,Eltayeb,Kareem James,Palmer-Zeid,American University at Cairo,Fiction,18.95,Mar,2009,Arabic,Egypt,,,,Male,Male
9789774164828,Palm House,Tarek,Eltayeb,Kareem James,Abu-Zeid,American University at Cairo,Fiction,24.95,May,2012,Arabic,Egypt,,,,Male,Male
9780930829674,Soul's Infarct,Diamela,Eltit,Ronald,Christ,Lumen Books,Fiction,22.0,Apr,2009,Spanish,Chile,Paz,Errazuriz,Author,Female,Male
9789774166624,Women of Karantina,Nael,Eltoukhy,Robin,Moger,American University at Cairo,Fiction,19.95,Feb,2015,Arabic,Kuwait,,,,Male,Male
9781944700003,Standing on Earth,Mohsen,Emadi,Lyn,Coffin,Phoneme Books,Poetry,16.0,Nov,2016,Persian,"Iran, Islamic Republic of",,,,Male,Female
9789543840113,Long Night of Stone,Celso,Emilio Ferreiro,Jack,Hill,Small Stations,Poetry,15.0,Apr,2012,Galician,Spain,,,,Male,Male
9781564786258,Invitation to a Voyage,Francois,Emmanuel,Justin,Vicari,Dalkey Archive,Fiction,12.95,Dec,2011,French,Belgium,,,,Male,Male
9781628970326,Dance of a Sham,Paul,Emond,Marlon,Jones,Dalkey Archive,Fiction,13.5,June,2014,Flemish,Belgium,,,,Male,Male
9780811226622,Compass,Mathias,Enard,Charlotte,Mandell,New Directions,Fiction,26.95,Mar,2017,French,France,,,,Male,Female
